BIOCHEMICAL,1-ctrl,2-ctrl,3-ctrl,4-ctrl,5-ctrl,6-ctrl,7-ctrl,8-ctrl,9-Lm,10-Lm,11-Lm,12-Lm,13-Lm,14-Lm,15-Lm,16-Cr,17-Cr,18-Cr,19-Cr,21-Cr,22-Cr,23-GF,24-GF,25-GF,26-GF,27-GF,28-GF,29-GF,30-GF,31-GF
caproate (6:0),10888138,8941382,10023515,7233660,7840210,7966301.5,7325751.5,7026698,16442687,9105292,11569238,6815241,7790925.5,8142156,8147163.5,8400861,9358230,5846855,6849239,7648502.5,5191973,6747700,7027445,7108224,6483349,7108609,5940963,6517111,5831863,6741688
caprylate (8:0),11965002,4663664,3568533,3653497,3092311,3539318,3251697,4244249,7551624,5628999,3791655,3538132,3292732,5069605,4087857,4984505,4715638,3128847,3546153,4546582,2368001,4287614,5339566,5390103,8144258,3561662,4388956,4529313,3789391,13298768
carboxyethyl-GABA,,269005,324948,272548,195688,255488,144339,,441881,256757,186790,197137.9844,197691,506271,138694,276328,243442,346199,287973,352439,310981,491437,636940,498087,653064,608915,477613,509333,686200,876788
carnitine,848028096,822464832,780255040,855710400,1018933952,1161241984,1032849280,909740352,747150528,1043612544,630881984,636932736,608103808,1419456512,617436224,977644736,1260343936,925992512,805187584,1047392512,965445504,591530496,701837888,600028544,620522368,841127552,633856000,751155264,646486528,846378048
catechol glucuronide,90685,118016.9922,129894,70322,145714,100364,105665,63253,,34780,81361,79980,60460,,83211,146892,207484,269597,151490,131084,161906,,,,,,,,,
catechol sulfate,12227754,17558056,18121816,9223907,19474756,11401891,15532913,8767980,1179213,4148724,7688739.5,8654395,6459024.5,132349,10794393,17992592,22636340,25060928,21883472,15597843,16638255,,,,,,,,,
"ceramide (d16:1/24:1, d18:1/22:1)*",1371885,1632723,2041028,2232175,2853861,2857731,3308068,3724353,4883201,4148546.75,1411280,3380666,2283103,5494051,2877219.5,2621245,3392339,2436336,2468512,2373815,2355118,1581139,2264431,2372298,2257100,2553489,1745478,2318080,2131897,2580869
"ceramide (d18:1/14:0, d16:1/16:0)*",1083294,963366,1283658,1763836,1378375,1579457,1486555,2109272,4153256.25,4380850,1303264,3229813,2013714,7523355,2663538,1304166,1913644,1398753,1174230,1532697,1139359,566164,1060187,1324918.875,1152353,1217036,738504.9375,1116606,868640,1298031
"ceramide (d18:1/17:0, d17:1/18:0)*",277193,346925,555925,573407,785053.0625,760730,877988.9375,1134194,3399399.25,3213817.25,635425,2489033,1437846,4824902,1756627,497494,380812,462431.9688,345871,343849,187196,367402,707521,981237.9375,1126825,797455,666093,848963,558577,955896
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",2272104,2484269,3496357,3327338,4320439,4398465,4633445,6074112,13742199,11783042,3114845,9046469,5878413,16148381,7303939,4222894,4731157,4452278,3521325,3277637,2827178,3078612,4489707,4604364,5572120,6443088,4476206,6005525,4936868,5571580
"ceramide (d18:2/24:1, d18:1/24:2)*",7597391.5,8127859,10352045,8903318,10766302,14004050,11559862,14586372,27145738,25991996,8746383,21127204,14853454,33291780,17129838,13025958,17229094,13804286,11757011,13476766,13191734,8062965.5,10992889,12368689,10999011,11439012,9084339,11757617,10898098,14590082
chiro-inositol,410315,448648.9688,291626,417869,608969,490616.9688,457392,302681,384600,,401617,414501,246426,,345203,504104.0313,469362.0313,476863.9688,462903,518794,558963,244148.0156,261902,206387,,325470,238652.9844,312897,231191.9844,203762
cholate,1381694208,248057280,324632576,2573323008,1518071808,349350080,472797120,750397376,1702642432,181308112,165872320,19005042,52000288,824174336,1332495488,997786816,951866688,781152128,532743648,617773696,951340800,,,,,,,,,
cholate sulfate,24196602,8403900,10227622,41411728,13188181,5680613,8357858.5,9152299,23211490,9377220,4640227,780225,2871742,17042728,20270884,22400268,23792948,15622304,12815977,18193650,20611398,,,,,,,,,
cholesterol,338425440,335083424,373922560,303714528,285407584,201876944,225102736,351367360,182707808,293389088,180790944,173684832,184924656,213868000,216765008,411082144,676545088,491260640,435374496,438402432,367895424,272888256,191490048,194974400,285998400,171548480,235307136,206991072,252565872,196732656
choline,435575040,439625536,410748192,520219392,374069056,372837344,416550464,368856192,413094720,383319808,307711808,385543168,341623232,404036768,339058464,350350048,339193536,418074080,396477344,381775040,462766624,587291136,670197696,487576512,575859712,729800384,584735872,633508352,707014848,692923136
phosphocholine,12442282,12402313,16812958,17198666,12076506,17690040,13011944,17267238,63704032,40237032,11630008,49076568,16196189,83636632,20681778,17096118,22458496,15917384,12722596,18944888,16288229,12548959,20551746,19968928,25167596,25314366,16445704,28343434,18485364,53156992
cinnamoylglycine,424534,727685,773792,471012,715373,677196,710606,975341.9375,227004,228468,306901,260985,407931,79836,366758,386446,493749.0313,419615,370310,481604.0313,682012,356436,348838,653743,277974,160942,311165,223374,540216,277353
cis-4-decenoylcarnitine (C10:1),22085858,18748316,29585636,25184736,14715960,20315604,13614062,17646844,77571856,162691072,29285032,44828260,32474446,191678672,24919860,20450942,19036140,23393158,18305176,21401616,19743900,40860736,22576752,30579120,41277416,26803662,22158000,31831644,22889236,27525690
citraconate/glutaconate,9633751,7456829,8977252,7932678,7355692,8710507,6725513,7704060,13701164,11791056,8765547,8930321,8540777,11077349,8669968,10159496,7770070,10080509,8472311,9120840,6731043,7177996,8684304,8115582,7998608,10165096,6056479,6901047,8120137,8086032
citrate,37561524,31592042,36052576,49831968,26322588,41464700,21564014,43056360,92552352,86187264,48166996,55625016,59731764,108351488,53922656,110764888,78174704,95456752,72395528,130373640,69532928,58755144,60749508,74477920,57613920,93374216,44993872,54512724,79847248,70810440
citrulline,95996528,86592048,97612064,112187792,117360304,122386640,108923360,104842624,104717888,125376648,74139280,95728384,78411640,354572928,83392504,144058064,105506296,112221520,102872672,137127856,129079152,148137024,166099760,132891968,118380552,152980720,111322256,118311776,148503104,168247984
corticosterone,,644587,1055722,,389119,,790165,,2334151,2919626,2616938,2003775.125,3423612,19160262,4608146,,914271,1108844,,825583,,,1820415,866835,1925821.125,,2786159,3331582,649402,1615837
creatine,1178114816,1110813952,1084809856,1225103360,985018048,1187929088,1010490560,876395968,1249936384,1861944448,1100974976,1297215360,1071038464,3352536832,1158997120,1529001984,1277756288,1221702016,1257127424,1624182784,1285988992,1406690304,1149022336,1474527232,1459900160,1177172352,1129775488,1272295296,1171878656,1401930624
creatine phosphate,,,,,,,,,,,,,,,,,,,,,,,288935,260394,188175,1258591.125,,193176,489090,684537
creatinine,175559984,187673136,174969664,190972576,183912208,190933760,208069536,187171280,255917152,286465888,208852688,248321072,231033280,363362688,231208720,239546016,232444896,245950080,227939104,281226144,231152912,316962400,350256992,381671008,331709888,338689824,315158112,314379968,346768672,348990912
"cys-gly, oxidized",2449064,1735290,1670754,4624757,1302386,2430361,1109032,3490510,6933375,11343212,3909302,3496905,4435479,13500412,2730487,3292973,3164638,3710641,4732399,8307893,4522581,3878972.25,4600485,5288864,3878830,6699941,2214925,3576859,8113285,7163551
cystathionine,2237554,3021791,3669630,1456044,1511783,3147276,2901420,1391601,3768510.25,1772148,3961923,4704902,3358861,4493646,1581857,2985517,1928824,3259158,2796612,3965700.25,3715989.25,4419250,6885173,5031716,5400966,5211242,4739413,5825741,7103796,10553474
cysteine,6642398.5,7099712,6577106,7411229.5,6652153,5989831,6574384,5510328,6379736,6549139,7123057.5,8144460.5,6555466,8661179,8338148,8830219,8774685,11577253,8537628,9107190,7122483,4443245,5601708,4972946,4455928,4302694,4447268,4368720,5055914,4615675
cysteine s-sulfate,248584.9844,181608.0156,268701,354019,155345,158648,140696,244244.0156,756346.0625,1083537,371202,534138,468462.9688,1948242,486304,526675,381674,371089,398056,559800,397645.0313,196503,260374,361027,226557,252852,145635,238248,377998.0313,296018
cysteine sulfinic acid,690191,557855,612852,480948,458804,459151,473238,404960,552370,549019,428156,490617,498600,420420,482672.9688,521677,414385,491656,343125,355546,407409,362096,549647,478990,436917,494792,362203,442830,407162,529772
cysteine-glutathione disulfide,109197696,111853552,123908800,145317408,72656832,94598048,69547184,122943728,224155024,243159488,129749888,204785264,182771472,340478720,183382160,155735936,134100464,169058400,147619936,181540640,142300560,112158032,132206896,123934912,124662496,130711920,95710264,127081872,156730784,134150560
cysteinylglycine,33296480,28105250,29369784,49844200,23027854,29408668,26183764,31070760,30345728,23788418,24743864,22810332,23937446,35910708,27176300,35140488,39187368,58346876,37208708,50618140,40456500,30055822,36769388,35154680,33128666,33629596,26344648,31539536,42846576,40502520
cysteinylglycine disulfide*,21766418,22004354,24260050,36019968,18849706,28459734,18102046,37440612,115787888,123836904,45147248,75249872,74834520,134535008,47952696,33803380,29588788,29387564,39696868,48196888,37656956,42247624,36168984,69059016,45135732,43926760,24584628,46004176,62741408,66744804
cystine,601806,1049798,808701,1516199,684011,412666.9688,616318,1288740,3778907,5230644,1719296.875,3227931,1802263,4986752,3214461,1516330,1250706,997840,1615643,1412652,1586309,1096283,1656556,1030414,660902,1242067,736500.0625,866646.9375,2319823,1296505
cytidine,5043194,5536675,11388794,6936550.5,3784770,3614628,4401564,5650956,905322.9375,2750125,614579,142677,1329346,4238701,748890,5533822,6829037,10195693,5563012,7882860,6904129.5,7188199.5,9397128,10854627,10067637,8712871,9242243,12729273,9445742,19848968
CMP,333573,362206.9688,473736,416190,359416,253909,358023,366341,158591,232706,152574,140525,147777,625335,193077,327284,209127,253824,286298,311825,252642,233625,332242,281233,338153,275630,286165,436780.9688,292239,589154
cytosine,2259691,2217867,1914369,1390763,2664098,2613183,3231554,1916286,4152480,3623999,2921786,2260472,2447510.75,4911545,2332131,2131745,2768388,2077095.875,2277684,3449371.75,1932265,1908463,2539475.25,2495296,2432355,2566377,2286504,2419789,2149588,2638493
daidzein,2283151,2740620,2692847,2214670,2895838,3275253,2468584.75,3289543.25,12711598,22047304,8488372,13412067,14111745,15282229,10318877,6629399,4231633,5655477,3498997,5553088,4682163,10643065,22728084,11939360,13687640,18694716,15074807,18887908,15363250,17815096
daidzein 7-O-glucuronide,53685784,53850636,41574012,54032224,38541920,31065172,32317336,23359086,69320280,88885544,95376280,90711608,95019552,40080692,86393984,74918248,58361088,74054784,55950104,83311008,50558308,61071920,73046744,51753412,69248088,77794288,71965656,73959608,62434156,63449296
daidzein sulfate (1),58154348,52488676,42553908,76072768,50475356,39920840,40919412,31493980,77750544,98682568,105424456,88236816,90067568,52180940,83175024,138465120,123350456,151025088,107345720,176207520,84662704,58649016,62373536,67605344,65427596,63851864,62349760,69121648,66758588,57026872
daidzein sulfate (2),190598144,195728144,147481872,246878832,151654496,118266216,136620608,86738336,195635984,298020000,319861824,238401712,281498624,134300224,245696096,416162464,404000128,506202080,329066112,585546688,319558784,203514272,197729920,308006112,220924016,198713504,203881792,238805312,345967296,220516192
daidzin,280739,358318,263785,229151,361085,240633,289140,234547,206458,113665.0078,314731,238056,279517,,227141,354197,343668,356889,296760,302754,329776.9688,234990,283759,307276.0313,289230,292050,402869.0313,368864,268296,318131
decadienedioic acid (C10:2-DC),124292.0078,119909.9922,169416,180400,167831,155873,184715,264803,233590,462411,77588,141094,129260,1164293,165009,,81366,76831,56127,99886,,277762,327344,274442,304219,315632,245499,287591,271220,270556
decanoylcarnitine (C10),16047682,16475917,29080582,18313768,24745876,25733766,21812896,31300768,91892488,183677888,37180224,65685340,30150716,249435120,31765120,19655460,17066788,15516459,18002988,19703048,15691016,46594148,43157104,49965168,58231460,36687200,43623464,40565680,44255840,31816392
delta-CEHC sulfate,39080,,,37248,,,,,,48780,39288,,,46042,32115,,56724,46634,,87345,,31216,,26685,,36887,33509,39415.0039,48972,
deoxycarnitine,39171724,39076812,41482088,41616668,49185332,65462076,53429464,47960096,24122444,29880984,27764362,21675224,26203736,57790880,27619780,44406660,61481188,38862016,46002860,45107360,48924832,73621040,82894336,77765440,85074168,97494400,87990264,92436704,77999152,107174264
dexpanthenol,1876268,3347637,7501754.5,558169,1935972.875,12015286,603157,682079,2037458,56527868,6796097,1263972,7471034,3308793,605453,573812,1662608,1957618.875,2126056,1579230,753470,719039,874628,4792599,620253,4633709,2611501,795355,675106,1309953
dihomolinoleate (20:2n6),16644708,13690945,18320644,25470560,15428635,26935106,15867623,34849128,30439620,27800672,10007265,14246842,17374636,33457046,14382403,18882032,17183116,24247456,30254612,49264496,33113786,28778592,31215306,51722128,32063952,49665748,24136896,40635720,52561596,63053140
dihomolinolenate (20:3n3 or 3n6),36243564,28982160,39659888,55016264,37314700,63969496,30506426,94840888,56771308,42293580,16377611,20520730,26190028,34684296,19740408,40813848,32330140,64941696,80153424,106534416,75752928,72594928,99993320,144303072,94753352,205600528,73164328,122371600,186539472,179284720
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,13981994,14144992,16302244,16385207,20236816,14591684,20142412,25640716,37436368,39965996,18507130,31513484,23628924,53933684,30088162,26174394,24873930,16310986,21878552,25282890,28506012,22897014,29005128,24180452,23461072,23236870,29593978,24204372,25768504,26171174
dihomo-linoleoylcarnitine (C20:2)*,12873678,10433820,11427265,9162329,15054642,15373207,17655900,14890672,32825256,32069860,19266908,28593620,24318192,64445900,33945516,15390892,14297141,10074593,12515558,11287431,16467915,18487548,16249597,13028888,13492530,11959236,20056382,14441892,9040407,9127738
dihydrobiopterin,643188,690033,678787.9375,747993,744121,639094.9375,753089,728650,429046,417755,554098,481673,480734,465198.0313,570974,805989.9375,849353,913721,734083,902867.0625,803667,477375,645151,561633,600593,545301,619403,551975,561400,531792
dihydrocaffeate sulfate (1),2187946,2566898,1985380,2022598,1903792,1469546,1834818,1459918,1122737,1064228,1675555,1194957,1207668,294681,1466638,2190216,2142041,2881726,2650478,2193931,2259124,2880635,4093352,3015954,2672520,4364182,3051403,2930806,4353946,3000210
dihydrocaffeate sulfate (2),3943646,4434252,5001642,3577028,3534145,3045392,3533200,3572292,1316926,13803859,4254031,9990164,13670269,274809,5597353,4280140,4307258,7709928,4755911,4380910,5274083,,,,,,,,,
dihydroferulic acid sulfate,1143895,1164889,1099323,1597001,1997251.875,1441846,1354805,1164099,3567258,2398750,3253877,2473006,3524052,1433488,3428905,1904245,2255218,3697896,1760121,2571078,1975043,,,,,,,,,
dihydroorotate,470845,418921,348198,310687,326778,317711,367896,279848,887620,801926,546620,608594,552692,547476,496545,505380,431605,582694,435996,448134,453945,373463,622614,674855,580333,622909,505161,643977,542578,754232
dihydroxyacetone phosphate (DHAP),495170,567809,355773,454730,140007,91346.0078,123330.0078,128572,200331,267677,425888,165730,268270,339619,436667.9688,487146.0313,308662,327693,465629,607854,321779,158779,319926,189070,323492.0313,161017.9844,157638,215993,235003,389727
diisopropanolamine,13064769,13820800,10285003,10867687,78068320,41264336,47405840,37972212,5145170,9654726,13643412,9469792,12257262,8062521,8518823,8447848,12169597,13397084,6565555,8920402,11049330,9160547,8617058,3364935,6727072,3011466,5324618,3783100,7229782,4997290
DIMBOA,,20810,,,56585.0039,22220,37243,,,22491,42908,,46826,,40652,95431,49473,125351.0078,104257,108404.9922,52763,,,,,,,,25616.002,
dimethyl sulfone,1611959,1736380,1252669,1128652,1708777,1264172,1610637,1678548,527856,645755,1196003,603430,896991,194079,1077680,1370083,1985710,1890729,1123586,1148178,1701298,195708,128290,194652,154638,177330,130843,131268,123453,124990
